 fecha,evangelio,mensaje,tiempo_liturgico
2026-11-01,"Bienaventurados los limpios de corazón porque verán a Dios. (Mt 5,8)",La pureza no es ausencia de pecado. Es corazón orientado hacia Dios.¿Hacia dónde apunta tu corazón en este momento?Orienta hoy tu corazón hacia Dios antes de orientarte hacia nada más.,Todos los Santos
2026-11-02,"Esta es la voluntad del que me envió: que no pierda nada de lo que me dio. (Jn 6,39)",Dios no se resigna a perderte. Su voluntad activa es que llegues.¿Confías en que Dios está activamente trabajando para que no te pierdas?Descansa hoy en esa voluntad de Dios que te busca no te deja ir.,Conmemoración de los Fieles Difuntos
2026-11-03,"Tengo que ir a ver el campo que compré. (Lc 14,18)",Siempre hay algo más urgente que el banquete de Dios. Eso es el problema.¿Qué 'campo' o 'negocio' estás poniendo antes del encuentro con Dios?Ve hoy al banquete. Deja el campo por un momento.,Tiempo Ordinario XXXI
2026-11-04,"¿Quién de ustedes, queriendo construir una torre no se sienta primero a calcular el costo? (Lc 14,28)",El discipulado no es impulsivo. Requiere cálculo honesto del costo.¿Calculaste el costo de seguir a Jesús o lo seguiste sin pensar?Evalúa hoy honestamente a qué te estás comprometiendo al ser discípulo.,Tiempo Ordinario XXXI
2026-11-05,"Habrá alegría en el cielo por un pecador que se convierte. (Lc 15,7)",Cada regreso es una fiesta en el cielo. El cielo tiene más alegría que nosotros.¿Te alegras cuando alguien que estaba perdido regresa o lo juzgas con desconfianza?Recibe hoy con alegría genuina a alguien que regresa.,Tiempo Ordinario XXXI
2026-11-06,"Los hijos de este mundo son más astutos con su generación que los hijos de la luz. (Lc 16,8)",El mundo pone más inteligencia en sus proyectos que los creyentes en los suyos.¿Qué tan estratégico y comprometido eres con tu vida de fe?Aplica hoy la misma energía que pones en tus proyectos mundanos a uno espiritual.,Tiempo Ordinario XXXI
2026-11-07,"Lo que es estimado por los hombres es abominable ante Dios. (Lc 16,15)",Lo que el mundo premia puede ser exactamente lo que Dios no valora.¿Estás buscando la aprobación de los hombres o la de Dios?Actúa hoy por lo que Dios valora aunque el mundo no lo reconozca.,Tiempo Ordinario XXXI
2026-11-08,"Él no es Dios de muertos, sino de vivos. (Lc 20,38)",La resurrección no es fantasía consoladora. Es la lógica de un Dios de vivos.¿Tienes miedo a la muerte o tienes fe en la resurrección?Vive hoy desde la certeza de la resurrección. Tus decisiones cambiarán.,XXXII Domingo del Tiempo Ordinario
2026-11-09,"Celo de tu casa me consume. (Jn 2,17)",El celo de Jesús no era enojo. Era amor que no puede tolerar la profanación.¿Tienes celo por la casa de Dios o te da igual lo que pase en ella?Cuida hoy algo sagrado que se está profanando: tu fe un vínculo una comunidad.,Dedicación de la Basílica de Letrán
2026-11-10,"Somos siervos inútiles; hemos hecho lo que teníamos que hacer. (Lc 17,10)",La humildad del servicio no espera reconocimiento. Actúa y se retira.¿Sirves para ser visto o sirves y te vas?Haz hoy un servicio sin esperar agradecimiento y mira cómo te sientes.,Tiempo Ordinario XXXII
2026-11-11,"¿Dónde están los otros nueve? (Lc 17,17)",La ingratitud no es olvido casual. Es incapacidad de relacionarse con quien da.¿Eres de los nueve o del uno?Regresa hoy a agradecer algo específico a Dios y a una persona.,Tiempo Ordinario XXXII
2026-11-12,"El reino de Dios está entre ustedes. (Lc 17,21)",No tienes que ir a buscarlo lejos. Ya está aquí. En medio de lo ordinario.¿Cuándo dejarás de buscar el reino en lo extraordinario y lo empezarás a ver en lo cotidiano?Busca el reino hoy en lo más pequeño y ordinario de tu día.,Tiempo Ordinario XXXII
2026-11-13,"El que trate de salvar su vida la perderá. (Lc 17,33)",La lógica del evangelio sigue siendo la misma: perder para ganar.¿Qué estás tratando de conservar a toda costa que quizás necesitas soltar?Suelta hoy con fe lo que aferras con miedo.,Tiempo Ordinario XXXII
2026-11-14,"¿No hará Dios justicia a sus elegidos que claman día y noche? (Lc 18,7)",Dios hará justicia. La pregunta es si seguirás creyendo cuando tarde.¿Qué justicia esperas de Dios que aún no ha llegado y que te está probando?Persiste hoy en esa oración. Sin rendirte. Él escucha.,Tiempo Ordinario XXXII
2026-11-15,"Con su perseverancia salvarán sus almas. (Lc 21,19)",No prometió ausencia de persecución. Prometió salvación para quienes perseveren.¿Cuánto aguanta tu fe cuando el costo se vuelve real?Persevera hoy en algo donde estás tentado a abandonar.,XXXIII Domingo del Tiempo Ordinario
2026-11-16,"¡Señor, que vea! (Lc 18,41)",Es la petición más simple y más profunda. Ver: a Dios a los demás a uno mismo.¿Qué necesitas ver que aún tienes ciego?Pide hoy visión para algo que has estado evitando mirar.,Tiempo Ordinario XXXIII
2026-11-17,"Hoy ha llegado la salvación a esta casa. (Lc 19,9)",Zaqueo no fue a la sinagoga. Fue a un árbol. Y Jesús fue a su casa.¿Dónde está tu árbol? Ese lugar donde te subes para verlo aunque te dé vergüenza?Ve a tu árbol hoy. Sube. Déjalo que entre a tu casa.,Tiempo Ordinario XXXIII
2026-11-18,"Al que tiene se le dará, y al que no tiene se le quitará hasta lo que tiene. (Lc 19,26)",Los talentos que no se usan se pierden. La fe que no se ejerce se atrofia.¿Qué dones has enterrado por miedo a perderlos si los usas?Desentierra hoy un talento que has guardado por miedo.,Tiempo Ordinario XXXIII
2026-11-19,"¡Si también tú conocieras lo que da la paz! (Lc 19,42)",Jesús lloró por quienes no querían reconocer lo que tenían frente a ellos.¿Hay algo que Dios te está ofreciendo que no estás reconociendo?Abre hoy los ojos a la paz que ya está disponible para ti.,Tiempo Ordinario XXXIII
2026-11-20,"La casa de mi Padre será casa de oración. (Lc 19,46)",Cuando la casa de Dios deja de ser lugar de encuentro necesita ser purificada.¿Es tu corazón una casa de oración o un mercado de preocupaciones?Limpia hoy el templo interior. Silencia el mercado.,Tiempo Ordinario XXXIII
2026-11-21,"Dios no es Dios de muertos sino de vivos. (Lc 20,38)",Todo el que vive en Dios vive para siempre. No como dato teológico sino como realidad presente.¿Estás viviendo desde esa vida o aplazándola para después de morir?Vive hoy plenamente. La vida eterna no empieza cuando mueres.,Tiempo Ordinario XXXIII
2026-11-22,"Jesús, acuérdate de mí cuando llegues a tu reino. (Lc 23,42)",La conversión más tardía del Evangelio fue en el último momento. Nadie está fuera de tiempo.¿Has descartado que alguien pueda convertirse porque ya es 'demasiado tarde'?Ora hoy con esperanza por alguien que parece imposible.,Cristo Rey del Universo
2026-11-23,"Esta viuda pobre echó más que todos. (Lc 21,3)",La ofrenda que duele es la que cuenta. Todo lo demás es publicidad.¿Qué estás ofreciendo a Dios que no te cuesta nada?Da hoy algo que cueste. No mucho. Solo que cueste algo real.,Tiempo Ordinario XXXIV
2026-11-24,"No dejen que los engañen. (Lc 21,8)",Hay muchos que hablan en nombre de Dios y no han sido enviados.¿Con qué criterio disciernesquién habla de Dios y quién habla de sí mismo?Practica hoy el discernimiento: ¿los frutos de esa voz son amor o miedo?,Tiempo Ordinario XXXIV
2026-11-25,"Con su perseverancia salvarán sus almas. (Lc 21,19)",La perseverancia es la virtud más silenciosa y más decisiva.¿Estás perseverando o buscando una salida cómoda?Persevera hoy en lo que has comenzado aunque no veas el final todavía.,Tiempo Ordinario XXXIV
2026-11-26,"Cuando empiecen a suceder estas cosas, levanten la cabeza porque se acerca su liberación. (Lc 21,28)",El fin no es catástrofe para los que esperan al Señor. Es llegada.¿Tienes miedo del futuro o esperanza en él?Levanta hoy la cabeza. La liberación se acerca. Vívelo así.,Tiempo Ordinario XXXIV
2026-11-27,"El cielo y la tierra pasarán, pero mis palabras no pasarán. (Lc 21,33)",En un mundo de cambio permanente la Palabra de Dios es el único ancla que no cede.¿En qué estás poniendo tu confianza que sí pasará?Ancla hoy tu confianza en lo que no pasa: su Palabra.,Tiempo Ordinario XXXIV
2026-11-28,"Estén vigilantes y oren en todo tiempo. (Lc 21,36)",La última instrucción antes del fin es: vigilia y oración. Eso dice todo sobre lo que importa.¿Terminas tus días con vigilancia y oración o con desgaste y pantallas?Termina este día consciente: una oración antes de dormir. No un formulario. Una conversación.,Tiempo Ordinario XXXIV
2026-11-29,"Estén preparados porque no saben qué día vendrá su Señor. (Mt 24,44)",La preparación no es ansiedad apocalíptica. Es fidelidad cotidiana en lo pequeño.¿Estás viviendo como alguien que espera o como alguien que ya olvidó que espera?Vive hoy cada hora como si fuera la que importa. Porque lo es.,I Domingo de Adviento
2026-11-30,"Ni en Israel encontré tanta fe. (Mt 8,10)",El centurión no tenía las credenciales religiosas. Pero tenía fe.¿Estás midiendo tu fe por las credenciales o por la confianza real en Jesús?Confía hoy sin necesitar el título o la membresía.,Adviento I
2026-12-01,"Bienaventurados los ojos que ven lo que ustedes ven. (Lc 10,23)",Hay personas que esperaron toda una vida ver lo que tú tienes frente a ti.¿Eres consciente de la gracia que tienes de vivir en tiempo de Cristo?Agradece hoy el privilegio de conocer el Evangelio. No lo des por sentado.,Adviento I
2026-12-02,"Jesús llamó a sus discípulos y les dijo: siento compasión. (Mt 15,32)",La compasión no espera que la necesidad llegue hasta ti. Va hacia ella.¿Esperas que los necesitados lleguen a ti o vas tú hacia ellos?Ve hoy hacia alguien. No esperes que vengan.,Adviento I
2026-12-03,"El que hace la voluntad de mi Padre, ese entrará en el reino. (Mt 7,21)",Decir 'Señor Señor' sin hacer la voluntad es la forma más dolorosa de ilusión.¿Hay diferencia entre lo que declaras y lo que haces?Cierra hoy una brecha entre lo que dices creer y lo que vives.,Adviento I
2026-12-04,"¿Creen que puedo hacer esto? Sí, Señor. (Mt 9,28)",La pregunta antes del milagro es siempre sobre la fe. No sobre el mérito.¿Crees que él puede hacerlo en tu situación específica?Responde hoy con un 'sí Señor' real y espera el milagro.,Adviento I
2026-12-05,"Al verlas se compadeció de ellas porque estaban agotadas y abatidas como ovejas sin pastor. (Mt 9,36)",El agotamiento del mundo necesita pastores no críticos.¿Eres para los cansados y abatidos de tu entorno una fuente de vida o un juez?Sé hoy pastor de alguien que está agotado. Una palabra un gesto presencia real.,Adviento I
2026-12-06,"Conviertan su corazón porque el reino de los cielos está cerca. (Mt 3,2)",La conversión no es para 'algún día'. La cercanía del reino la hace urgente.¿Sigues aplazando tu conversión porque crees que hay tiempo?Comienza hoy la conversión que llevas posponiendo. Un paso. Solo uno.,II Domingo de Adviento
2026-12-07,"¡Hombre, tus pecados te son perdonados! (Lc 5,20)",Jesús vio fe en los que bajaron al paralítico y respondió a ella. La fe visible mueve a Dios.¿Tienes personas en tu vida que interceden por ti ante Dios?Intercede hoy tú por alguien que no puede llegar a Jesús por sus propios medios.,Adviento II
2026-12-08,"No temas, María. (Lc 1,30)",El anuncio más grande de la historia empieza con: no temas.¿Qué anuncio de Dios estás rechazando porque te da miedo?Escucha hoy sin miedo lo que Dios te dice. Él siempre empieza con 'no temas'.,Inmaculada Concepción de la Virgen María
2026-12-09,"Vengan a mí todos los que están fatigados y agobiados, que yo los aliviaré. (Mt 11,28)",La invitación de Jesús no es para los que lo tienen todo. Es para los cansados.¿Estás llegando a él con tu cansancio o tratando de llegar descansado?Llega hoy tal como estás: cansado agobiado sin fuerzas. Eso es lo que pide.,Adviento II
2026-12-10,"Entre los nacidos de mujer no ha surgido nadie más grande que Juan el Bautista. (Mt 11,11)",Grandeza en el reino no se mide por lo que acumulas. Se mide por lo que preparas para otros.¿Tu vida está preparando el camino a Jesús para quienes te rodean?Sé hoy Juan el Bautista de alguien: señala a Jesús no a ti mismo.,Adviento II
2026-12-11,"La sabiduría se justifica por sus obras. (Mt 11,19)",No hay argumento más fuerte que una vida coherente.¿Qué dicen tus obras sobre la sabiduría que dices tener?Sé hoy la prueba viva de lo que crees.,Adviento II
2026-12-12,"El Señor está contigo. (Lc 1,28)",María no fue escogida por ser perfecta. Fue escogida y el Señor estuvo con ella.¿Esperas ser perfecto para que Dios esté contigo?Actúa hoy desde la certeza de que el Señor está contigo no desde la espera de merecerlo.,Nuestra Señora de Guadalupe
2026-12-13,"¿Eres tú el que ha de venir o esperamos a otro? (Mt 11,3)",Hasta Juan el Bautista tuvo momentos de duda. La duda no descalifica.¿Tienes dudas que te hacen sentir que no eres buen cristiano?Lleva tu duda a Jesús directamente como Juan. Él no se molesta.,III Domingo de Adviento
2026-12-14,"¿Con qué autoridad haces esto? (Mt 21,23)",Hay preguntas que no buscan respuesta. Buscan invalidar al que actúa bien.¿Cuántas veces has parado de hacer el bien porque alguien cuestionó tu autoridad?Actúa hoy desde la autoridad del que está enviado no del que espera aprobación.,Adviento III
2026-12-15,"El segundo hijo dijo que sí, pero no fue. (Mt 21,30)",El sí sin acción es la forma de traición más cómoda.¿Cuántos síes tienes pendientes de convertirse en hechos?Convierte hoy uno de tus síes declarados en un sí vivido.,Adviento III
2026-12-16,"Bienaventurado el que no se escandalice de mí. (Lc 7,23)",Jesús no siempre actúa como esperamos. Eso puede escandalizarnos o purificarnos.¿Hay algo de Jesús que no encaja en tus expectativas y que estás resistiendo?Acepta hoy al Jesús real no al que fabricaste a tu medida.,Adviento III
2026-12-17,"Genealogía de Jesucristo, hijo de David hijo de Abraham. (Mt 1,1)",Dios entró en la historia a través de gente imperfecta pecadora y rota.¿Sientes que tu historia está demasiado rota para que Dios la use?Lee la genealogía de Jesús: allí están Rajab Rut David. Dios usa historias rotas.,Adviento IV - período especial
2026-12-18,"José hizo como el ángel le había mandado. (Mt 1,24)",La obediencia de José fue callada inmediata y sin condiciones. Eso cambió la historia.¿Cuántas instrucciones de Dios has recibido y sigues esperando 'condiciones mejores'?Obedece hoy algo que sabes que Dios te ha pedido y has postergado.,Adviento IV - período especial
2026-12-19,"¿En qué me basaré para saber esto? (Lc 1,18)",Zacarías pidió una señal y la recibió: silencio. El silencio también es respuesta.¿Estás en un tiempo de silencio de Dios que interpretas como ausencia?Vive hoy el silencio de Dios como gestación no como abandono.,Adviento IV - período especial
2026-12-20,"Para Dios nada es imposible. (Lc 1,37)",La última palabra nunca la tiene la biología la circunstancia ni el tiempo. La tiene él.¿A qué situación en tu vida le has puesto la etiqueta de 'imposible'?Quítale hoy esa etiqueta. Para Dios nada es imposible. Actúa desde ahí.,Adviento IV - período especial
2026-12-21,"¿Quién soy yo para que me visite la madre de mi Señor? (Lc 1,43)",Isabel reconoció al Señor antes de que nadie lo anunciara. La fe ve lo que el ojo no ve.¿Con qué ojos ves a quienes te rodean? ¿Ves en ellos la presencia de Dios?Reconoce hoy la presencia del Señor en alguien que encuentres.,Adviento IV - período especial
2026-12-22,"Engrandeció el Señor mi alma. (Lc 1,46)",María no guardó la alegría. La cantó. La alegría espiritual es para compartir.¿Cuándo fue la última vez que cantaste literalmente o en sentido figurado por lo que Dios hace?Canta hoy. Aunque sea en voz baja. Aunque te parezca raro.,Adviento IV - período especial
2026-12-23,"¿Qué será este niño? (Lc 1,66)",Cuando Dios actúa de manera extraordinaria la pregunta correcta no es el cómo. Es el para qué.¿Estás haciendo la pregunta correcta sobre lo que Dios está haciendo en tu vida?Cambia hoy el '¿cómo?' por el '¿para qué?'. Cambia el resultado.,Adviento IV - período especial
2026-12-24,"Nos visita desde lo alto el sol naciente para iluminar a los que viven en tinieblas. (Lc 1,78-79)",La Navidad no es un evento pasado. Es una visita que se renueva.¿Estás listo para recibir esa visita hoy no como tradición sino como encuentro?Prepara hoy tu interior como si Jesús fuera a llegar esta noche. Porque va a llegar.,Vigilia de Navidad
2026-12-25,"El Verbo se hizo carne y habitó entre nosotros. (Jn 1,14)",Dios no te envió instrucciones. Vino personalmente. Eso cambia todo.¿Te relacionas con Dios como con un libro de normas o como con alguien que vino?Celebra hoy que Dios vino. No que nació hace 2000 años. Que vino. A tu casa.,Natividad del Señor
2026-12-26,"Serán odiados por todos a causa de mi nombre. (Mt 10,22)",El día después de Navidad la Iglesia recuerda a un mártir. La alegría y el costo van juntos.¿Tu fe incluye la posibilidad del costo o solo la de la consolación?Vive hoy como discípulo consciente del costo y libre por eso.,San Esteban Protomártir
2026-12-27,"Vio y creyó. (Jn 20,8)",Juan vio el sepulcro vacío y creyó sin explicación. La fe a veces es así: ve y cree.¿Necesitas que todo esté explicado antes de creer?Cree hoy en algo sin necesitar la explicación completa.,San Juan Apóstol y Evangelista
2026-12-28,"Una voz se oyó en Ramá, llanto y gran duelo. (Mt 2,18)",La Navidad coexiste con el llanto de madres que pierden a sus hijos. La fe no cierra los ojos.¿Cuánto de tu fe incluye el dolor del mundo o solo tu comodidad personal?Llora hoy con quienes lloran. La solidaridad es parte de la Navidad también.,Santos Inocentes Mártires
2026-12-29,"Este niño está destinado para caída y levantamiento de muchos. (Lc 2,34)",Jesús divide no por voluntad propia sino porque la verdad siempre divide.¿Estás del lado de los que caen ante él o de los que se levantan?Define hoy tu postura ante Jesús. No es momento de ambigüedad.,Tiempo de Navidad
2026-12-30,"Ana no se apartaba del templo, sirviendo a Dios con ayunos y oraciones noche y día. (Lc 2,37)",La perseverancia en la oración durante años da una lucidez espiritual única.¿Cuántos años llevas en oración fiel? ¿O sigues empezando de cero cada vez?Compromete hoy una práctica de oración que puedas sostener no solo iniciar.,Tiempo de Navidad
2026-12-31,"La vida era la luz de los hombres. (Jn 1,4)",El último día del año se cierra con la misma verdad con que empezó: él es la vida y la luz.¿Cuánta vida y cuánta luz has dejado entrar este año?Al terminar el año abre una puerta más. Para él. Solo para él.,Tiempo de Navidad
